,Unnamed: 0,project,website,project_twitter,created_at,amount,center_x,center_y,color
0,1743.0,FABDAO朋朋年末聚,https://fabdao.world,,1702612321174.0,265.0,-15.75,-18.186533479473212,0.33740960349649823
1,1742.0,Seed Art Workshop for Seniors 種子藝術： 蘇木種子彩繪,https://docs.google.com/presentation/d/1NAAb2M0fmZYYrMdwg_gcQ9SaCR_weO7Zhl-916SFPIw/edit?usp=sharing,,1702532316742.0,60.0,-15.75,-17.320508075688775,0.18447670192501608
2,1741.0,水晶串珠療癒工作坊 Crystal Crafting Therapy Workshop,https://www.dropbox.com/scl/fi/nf364mwdf4d5kazkun0pu/Crystal-Crafting-Therapy-Course.paper?rlkey=b2ow8dynwtdcid9plvgkniw6b&dl=0,,1702529126649.0,61.0,-15.75,-16.454482671904334,0.1861785325342305
3,1740.0,Regens Unite - bridging the gap between web3 and local regens,https://www.regensunite.earth/,regensunite,1702305909176.0,373.0,-15.75,-15.588457268119896,0.3726057903724227
4,1739.0,Swift Evo - FAB DAO & GreenSofa x Hypercert team contributor,https://discord.gg/VhBG5kRQ,swiftevo1,1702286379184.0,12.0,-15.75,-14.722431864335459,0.018771537176066316
5,1738.0,Taiwan Association for the Accompaniment of Educational trauma survivor（臺灣厭學者引路協會）,https://www.facebook.com/naturalemerger,,1702219230783.0,25.0,-15.75,-13.85640646055102,0.09433983473988757
6,1737.0,Weaving Beyond The Tapestry 🧵,https://www.bonfire.xyz/ibraheem,Ibraheemleone,1701963383323.0,20.0,-15.75,-12.99038105676658,0.07136533000906224
7,1736.0,Sharing is Caring,https://paragraph.xyz/@sharingiscaring,rikagoldberg,1701808777954.0,76.0,-15.75,-12.124355652982143,0.2088149141115891
8,1735.0,Everything Blockchain - Optimism Educator Series,https://everythingblockchain.notion.site/everythingblockchain/42b59deb3b1e4d2fbee437c9b207427c?v=be1c4361c4d34ce3b13838288b885ca4,EverythingB0x,1701606695866.0,36.0,-15.75,-11.258330249197703,0.13188290909202013
9,1734.0,A Call for Building a Forever Home,https://paragraph.xyz/@kenyiexyz/a-call-for-building-a-forever-home,,1701456959675.0,39.0,-15.75,-10.392304845413264,0.1401239788217221
10,1733.0,Ayohtunde,https://mirror.xyz/ayohtunde.eth,ayohtunde,1701449941919.0,12.0,-15.75,-9.526279441628827,0.018771537176066316
11,1732.0,Thrive on Mars,https://thriveonmars.com,,1701434293444.0,15.0,-15.75,-8.660254037844387,0.04174604190689164
12,1731.0,Shots Fired,https://dapp.substack.com,,1701361932547.0,14.0,-15.75,-7.794228634059948,0.034642645716256304
13,1730.0,Outcasters,https://outcasters.xyz,,1701297874731.0,46.0,-15.75,-6.9282032302755105,0.157120327061498
14,1729.0,RaidGuild x Charmverse Collaboration,https://linktr.ee/dvctvs,b3nedictvs,1701296438086.0,40.0,-15.75,-6.062177826491071,0.14273066001812443
15,1728.0,Content Guild ,https://contentguild.xyz,contentguildxyz,1701285112502.0,35.0,-15.75,-5.196152422706634,0.12898248045614388
16,1727.0,writing to a new audience,https://hackernoon.com/shattering-barriers-unlocking-access-opportunity-and-rewards-in-the-new-era-of-social-networking,padenfool,1701281981510.0,15.0,-15.75,-4.3301270189221945,0.04174604190689164
17,1726.0,laputa,https://laputa.gg,lapuonx,1701249924469.0,71.0,-15.75,-3.4641016151377553,0.20180823789771948
18,1725.0,Commoning courses,https://urbanika.notion.site/ce84dac235dc4dfda700e4820b75ff4a?v=07ce49c71931481a94f88c844e80232c,0xUrbanika,1701225326875.0,18.0,-15.75,-2.598076211353318,0.0605175790829579
19,1724.0,ACS CARES™,https://www.cancer.org/support-programs-and-services/acs-cares.html,,1701215907237.0,906.0,-15.75,-1.7320508075688785,0.46397735012809843
20,1723.0,Pioneering Research and Education,https://www.cancer.org/research.html,,1701214411392.0,2440.0,-15.75,-0.866025403784441,0.5659796873103669
21,1722.0,Cancer Screening Saves Lives,https://www.cancer.org/cancer/screening/get-screened.html,,1701214331305.0,1642.0,-15.75,0.0,0.5251996094039828
22,1721.0,🌞 GM! podcast hosted by Griff Green,https://giveth.io/,Giveth,1701213482193.0,71.0,-15.75,0.8660254037844375,0.20180823789771948
23,1720.0,Farcaster as a Scenius,https://adrienneshulman.medium.com/the-power-of-scenius-farcaster-and-the-collective-genius-of-communities-244f018a8767,age_shulman,1701212221105.0,22.0,-15.75,1.732050807568875,0.08117831435888524
24,1719.0,DVCTVS - TAKING A STANCE.,https://dvctvs.eth.limo,b3nedictvs,1701209353790.0,15.0,-15.75,2.598076211353316,0.04174604190689164
25,1718.0,Decentralized Cooperative,https://www.canva.com/design/DAFrD1d4Wmk/-ph_ellTwmt7BclRa_PDMw/edit,deco_op,1701208465827.0,294.0,-15.75,3.4641016151377535,0.34810182809741624
26,1717.0,Jackie Chen | Princeton Blockchain Club,https://princeton.cargo.site,Some_Jackie,1701197432058.0,22.0,-15.75,4.330127018922191,0.08117831435888524
27,1716.0,Connecting Farcasters Through Weekly Poetry,https://zora.co/collect/zora:0xcd11a30ce03c45344a061e4f85c1c004b11cc3fa,,1701170585165.0,17.0,-15.75,5.1961524227066285,0.054632639807597604
28,1715.0,愛長照星雲計畫-照顧管家服務,https://www.ilong-termcare.com,,1701158688037.0,12.0,-15.75,6.0621778264910695,0.018771537176066316
29,1714.0,Cancer Crisis Response Fund,https://cancer.org,,1701139846177.0,1483.0,-15.75,6.928203230275507,0.5147135068637783
30,1713.0,Pioneering Cancer Research and Education,https://www.cancer.org/research.html,,1701139232023.0,11.0,-15.75,7.7942286340599445,0.009812984349823054
31,1712.0,Cancer screening saves lives,https://www.cancer.org/cancer/screening/get-screened.html,,1701137165863.0,24.0,-15.75,8.660254037844386,0.0901368671851285
32,1711.0,Health Equity Initiatives Reducing Barriers to Care,https://www.cancer.org/about-us/what-we-do/multicultural.html,,1701136769825.0,1181.0,-15.75,9.526279441628823,0.4912693084894757
33,1710.0,Patient Lodging Programs,https://www.cancer.org/support-programs-and-services/patient-lodging.html,,1701136281225.0,1105.0,-15.75,10.39230484541326,0.48442090622032763
34,1709.0,STIP Inclusion Group (AIP 10: STIP Backfund for successful projects),https://svy.gg/stip-backfund-tally,SavvyAlexLumley,1701118861214.0,456.0,-15.75,11.258330249197702,0.3932916160366051
35,1708.0,Fast Rope Into Farcaster,https://www.wysr.xyz/p/fast-rope-into-farcaster,frozenfire42,1701112975885.0,51.0,-15.75,12.124355652982139,0.16774401172355144
36,1707.0,Purple Submarine,https://paragraph.xyz/@purplesubmarine,vrypan,1701110680596.0,58.0,-15.75,12.990381056766577,0.18098625214608197
37,1706.0,Communities ID,https://www.communities.id/,CommunitiesID,1701100240951.0,37.0,-15.75,13.856406460551014,0.13470386384691793
38,1705.0,Nitegeist 🧿,https://nitegeist.vercel.app/,nitegeist,1701093051220.0,151.0,-15.75,14.722431864335455,0.2795006482030823
39,1704.0,S3ND,https://s3nd.global,s3nd_global,1701082150707.0,74.0,-15.75,15.588457268119896,0.20606919385598016
40,1703.0,A Peer-to-Peer Review Protocol ,https://docs.google.com/document/d/1weDkdsRBgQHhdsKdUlphYTnBrYkkEB3UQugCFfgKUEw/edit,,1701042624333.0,19.0,-15.75,16.45448267190433,0.06608425409346459
41,1702.0,"Dear, Creative",https://news.creativeplatform.xyz,creativecrtv,1701031830150.0,10.0,-15.75,17.32050807568877,0.0
42,1701.0,笑鼠帽佔領計畫,https://micetopia.xyz,,1701013322745.0,4650.0,-15.0,-17.75352077758099,0.6323743912853415
43,1700.0,The Creative Podcast,https://lvpr.tv?v=5c2bzf537qbq0r7o,creativecrtv,1700934232848.0,14.0,-15.0,-16.887495373796554,0.034642645716256304
44,1699.0,0xidm's DAO governance analysis and AIP,https://research.svy.gg/_static/reports/arbitrum-dao-stip-results.html,0x_idm,1700926809499.0,150.0,-15.0,-16.021469970012117,0.27881653666490364
45,1698.0,Social Layer,https://www.sociallayer.im,SocialLayer_im,1700903485456.0,241.0,-15.0,-15.155444566227677,0.3276354640472286
46,1697.0,REST wrapper,https://github.com/Rest-Wrapper/ethRPCtoREST,,1700894262151.0,173.0,-15.0,-14.289419162443238,0.2935042022019723
47,1696.0,"Network Sovereignties, Network States and Coordi-Nations",https://blockchaingov.eu,,1700877244600.0,17.0,-15.0,-13.4233937586588,0.054632639807597604
48,1695.0,"Christina, BorrowLucid",https://mirror.xyz/borrowlucid.eth,,1700875613200.0,160.0,-15.0,-12.557368354874361,0.28546132003624886
49,1694.0,Paradigma Education: How Much Cost To Pillage a DAO?,https://paradigma.education,paradigmaedu,1700859542727.0,77.0,-15.0,-11.691342951089922,0.2101607948150291
50,1693.0,DeSpace QF Marketing & Operations,https://despace-qf.com,,1700807894588.0,11.0,-15.0,-10.825317547305485,0.009812984349823054
51,1692.0,0xngmi's work,https://defillama.com,0xngmi,1700780489553.0,337.0,-15.0,-9.959292143521045,0.36215597640670105
52,1691.0,WUW WhateverYouWant,https://portal.wuw-whateveryouwant.xyz,WUW_WhtevrUWant,1700766978228.0,56.0,-15.0,-9.093266739736606,0.1773733057343808
53,1690.0,Uncommons,https://www.uncommons.cc/,Un__commons,1700751717516.0,373.0,-15.0,-8.227241335952169,0.3726057903724227
54,1689.0,Poly Raiders (Proof of Charity),https://polyraiderss.wixsite.com/poly-raiders,polyraiders,1700748482830.0,23.0,-15.0,-7.361215932167729,0.08575499705243578
55,1688.0,D20 Governance,https://metagov.github.io/d20-governance/,,1700745331108.0,21.0,-15.0,-6.495190528383292,0.07638868762314795
56,1687.0,Dhive,https://dhive.io,Dhive_Official,1700730609212.0,80.0,-15.0,-5.6291651245988525,0.21409599002718668
57,1686.0,Carl Zielinski | Princeton Blockchain Club,https://twitter.com/CarlZielinski,CarlZielinski,1700718528807.0,263.0,-15.0,-4.763139720814413,0.3366296118289502
58,1685.0,Token Engineering Governance Education,https://tokenengineering.net/course/tef-module5/,jessicazartler,1700709848337.0,96.0,-15.0,-3.897114317029976,0.232867527203253
59,1684.0,Protector | Protect Social Fact Layer,https://protector.notion.site/,17commons,1700689309346.0,89.0,-15.0,-3.0310889132455365,0.2250723585936218
60,1683.0,DAOnboarding,https://x.com/daonboarding,daonboarding,1700677310376.0,20.0,-15.0,-2.165063509461099,0.07136533000906224
61,1682.0,DAO Death,https://daodeath.com,,1700669765027.0,33.0,-15.0,-1.299038105676658,0.12292435626577689
62,1681.0,Mostrodarte: Onboarding Indie Artists into Web3,https://www.mostrodarte.com,mostrodarte,1700667482518.0,17.0,-15.0,-0.4330127018922205,0.054632639807597604
63,1680.0,OpenBuild,https://openbuild.xyz,OpenBuildxyz,1700646693317.0,114.0,-15.0,0.43301270189221697,0.2505609560184807
64,1679.0,Oji Labs,https://oji.one,ojilabs,1700644472924.0,299.0,-15.0,1.299038105676658,0.349838098716216
65,1678.0,Aiki Wiki,https://aikiwiki.com,rome_viharo,1700634645598.0,34.0,-15.0,2.1650635094610955,0.12599796981665984
66,1677.0,Who Participates in Web3 Governance? A Large-scale Survey of DAO User Demographics,https://low-name-f0d.notion.site/Who-Participates-in-Web3-Governance-A-Large-scale-Survey-of-DAO-User-Demographics-ee2afc6669ff4dd098e03fea8ed60a71,eliza_oak,1700622955231.0,42.0,-15.0,3.031088913245533,0.1477540176322102
67,1676.0,inDemniFi Crypto,https://ipfs.io/ipfs/Qmb14B7sypFAfCUhNg75JwpRQZtE7m4Bwwv99sQds7Z1g5/,inDemniFi,1700619645391.0,18.0,-15.0,3.8971143170299705,0.0605175790829579
68,1675.0,InclusiveAI: Equitable AI Governance via DAOs and Plural QV,https://www.notion.so/tanusreesharma/InclusiveAI-c923b971b658452c9f26917b26e6f16b?pvs=4,,1700617005843.0,39.0,-15.0,4.7631397208144115,0.1401239788217221
69,1674.0,Toads Various Codes,https://github.com/mccoady,traintesttoad,1700597294708.0,17.0,-15.0,5.629165124598849,0.054632639807597604
70,1673.0,ETH Volcano 🌋 🇸🇻 ,https://twitter.com/ethvolcano_,ethvolcano_,1700596781798.0,56.0,-15.0,6.4951905283832865,0.1773733057343808
71,1672.0,Avelous Hacking,https://app.buidlguidl.com/builders/0xDcd5f58Ed05ed34A4c0a99F34029Bd8313f5D529,avelouseth,1700595313939.0,23.0,-15.0,7.3612159321677275,0.08575499705243578
72,1671.0,Coinsub,https://coinsub.io,sky_grizzle,1700588137037.0,46.0,-15.0,8.227241335952165,0.157120327061498
73,1670.0,eth-pkg,https://github.com/eth-pkg/eth-deb,,1700583111452.0,311.0,-15.0,9.093266739736602,0.35388944398175487
74,1669.0,Crypto Monopoly,https://cryptomonopoly.vercel.app,,1700582812726.0,93.0,-15.0,9.959292143521044,0.22959873177837967
75,1668.0,MemeCulture,https://Sewn.Cult,J3RomeL69,1700580726244.0,336.0,-15.0,10.825317547305481,0.36185000765939684
76,1667.0,Mecenate,https://mecenate.vercel.app,scobru1988,1700577500528.0,17.0,-15.0,11.691342951089919,0.054632639807597604
77,1666.0,D4C : Fuzzing the Ethereum Network,https://github.com/mohasdev/D4C,mohasdev,1700574414950.0,302.0,-15.0,12.55736835487436,0.35086597821214455
78,1665.0,WAMO 2023 Chiangmai ,https://www.wamotopia.love,Wamo_topia,1700569772958.0,212.0,-15.0,13.423393758658797,0.3144350987656729
79,1664.0,Ethereum Dispute Resolution Ecosystem Mapping Initiative,https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=4365558,,1700564973742.0,81.0,-15.0,14.289419162443238,0.21537499290580336
80,1663.0,A Constitutional Logic: Supporting Blockchain Projects to Navigate Constitutionalism,https://blockchaingov.eu,BlockchainGov,1700563250626.0,68.0,-15.0,15.155444566227672,0.1973632998257221
81,1662.0,azpwnz,https://github.com/azpwnz,azpwnz,1700553601443.0,111.0,-15.0,16.021469970012113,0.24781523576287182
82,1661.0,Web3Buidler.Tech,https://www.notion.so/web3buidler/Web3BuidlerTech-702bd1ab80a7422586f1edac1917fa9c,Web3BuidlerTech,1700548529351.0,89.0,-15.0,16.887495373796554,0.2250723585936218
83,1660.0,NBA Wallet,https://nba-wallet-blahkheart.vercel.app,Kc_Pele,1700543625979.0,37.0,-15.0,17.753520777580988,0.13470386384691793
84,1659.0,Social Developer Token,https://social-token-electrone901.vercel.app,,1700542023131.0,22.0,-14.25,-18.186533479473212,0.08117831435888524
85,1658.0,Speedrun Chainlink,https://speedrun-chainlink.vercel.app,__MattPereira__,1700533263268.0,34.0,-14.25,-17.320508075688775,0.12599796981665984
86,1657.0,Distributed Governance Score Framework: DAO Index,https://joan816.softr.app/,ledgerback,1700530741110.0,43.0,-14.25,-16.454482671904334,0.1501766801778463
87,1656.0,DeezStealth,https://yumsee.menu/,deezstealth,1700523268115.0,16.0,-14.25,-15.588457268119896,0.04839082527823692
88,1655.0,Ledgerback Digital Commons Research Cooperative,https://www.ledgerback.xyz,ledgerback,1700520865804.0,32.0,-14.25,-14.722431864335459,0.11975615528729916
89,1654.0,scaffold-eth-2-noir,https://github.com/FilipHarald/scaffold-eth-2-noir,,1700513819440.0,32.0,-14.25,-13.85640646055102,0.11975615528729916
90,1653.0,SpeedRun Golf,https://speedrungolf.vercel.app/,,1700511599531.0,304.0,-14.25,-12.99038105676658,0.35154557412971355
91,1652.0,Open source builder,https://app.buidlguidl.com/builders/0x38B2bAC6431604dFfEc17a1E6Adc649a9Ea0eFba,M00npapi,1700511598361.0,54.0,-14.25,-12.124355652982143,0.1736289509989118
92,1651.0,Scaffoldgods,https://scaffoldgods.vercel.app,Kc_Pele,1700509887062.0,48.0,-14.25,-11.258330249197703,0.16150219719419076
93,1650.0,Fact-of-Existing/F-o-E_GAME,https://factofexisting.com,Gyroymas,1700496583857.0,17.0,-14.25,-10.392304845413264,0.054632639807597604
94,1649.0,Weaving Worlds Cooperative,https://weavingworldcooperative.com,weavingworldsco,1700464011801.0,1261.0,-14.25,-9.526279441628827,0.4980175649195005
95,1648.0,Open Problems in DAOs,https://daoscience.org,joshuaztan,1700429038459.0,112.0,-14.25,-8.660254037844387,0.248738635743443
96,1647.0,Constitutions of Web3,https://constitutions.metagov.org,joshuaztan,1700428652055.0,94.0,-14.25,-7.794228634059948,0.2306999017156828
97,1646.0,Can Privacy Rights Be Upheld in the Digital Age Absent Encryption? - ZKPs as a Promising Path Forward,https://github.com/Eric-Alston/ZKPs-and-Privacy-Rights-in-the-Digital-Age,incompleterules,1700412871299.0,87.0,-14.25,-6.9282032302755105,0.22273229405297354
98,1645.0,Money4VolunteerMoney,https://Instagram.com/monitricelashe,,1700404194685.0,11.0,-14.25,-6.062177826491071,0.009812984349823054
99,1644.0,Delta Dao- A Web3 Educational Initiative for Girls,https://deltadao.co.in,deltadaox,1700401673208.0,25.0,-14.25,-5.196152422706634,0.09433983473988757
100,1643.0,傳DAO士 Frank 來化緣 ,https://hackmd.io/@IA3HGZ7gQFi7IaBVvwY_IA/B14uBbvVp,frankhu9,1700397965167.0,15.0,-14.25,-4.3301270189221945,0.04174604190689164
101,1642.0,Riya Thawani DevConnect Volunteer,https://www.linkedin.com/in/riya-thawani/,alittlebitriya,1700396265323.0,17.0,-14.25,-3.4641016151377553,0.054632639807597604
102,1641.0,Arbitrum Votable supply tracker,https://flipsidecrypto.xyz/arabianhorses-jZtVNa/arbitrum-governance-HRC-CK,oguzthestoic,1700354285311.0,215.0,-14.25,-2.598076211353318,0.3158818449267961
103,1640.0,WomenBiz - 1inch Workshops,https://en.hiwomenbiz.com,hiwomenbiz,1700352650145.0,76.0,-14.25,-1.7320508075688785,0.2088149141115891
104,1639.0,ETHChicago,https://www.ethchicago.xyz,0xETHChicago,1700352091804.0,246.0,-14.25,-0.866025403784441,0.32974967401728655
105,1638.0,El Método / Workshop to became a web3 Musician,https://musicaw3.com,solencontraluz,1700339682618.0,210.0,-14.25,0.0,0.3134591823811599
106,1637.0,Berk Sohtorik,https://earthist.gitbook.io,berksohtorik,1700338793005.0,48.0,-14.25,0.8660254037844375,0.16150219719419076
107,1636.0,Emir Can Dündar,https://cosoc.com/derin,EmirCanDundar,1700337498619.0,11.0,-14.25,1.732050807568875,0.009812984349823054
108,1635.0,CULT Organics SubDAO,https://tinyurl.com/CULT-Organics,CULT_Organics,1700337352904.0,274.0,-14.25,2.598076211353316,0.3408482372664396
109,1634.0,Ali G,https://linktr.ee/algzl,algzl_co,1700337322188.0,32.0,-14.25,3.4641016151377535,0.11975615528729916
110,1633.0,Sami Yıldız,https://earthist.gitbook.io,samiji___,1700336648447.0,12.0,-14.25,4.330127018922191,0.018771537176066316
111,1632.0,Nilgün Gürsoy,https://earthist.gitbook.io,nilgungursoy,1700335373937.0,20.0,-14.25,5.1961524227066285,0.07136533000906224
112,1631.0,Orkunkle,https://earthist.gitbook.io,orkunkle,1700334988922.0,17.0,-14.25,6.0621778264910695,0.054632639807597604
113,1630.0,Earth Guardians,https://toprakkoruyuculari.com/,nottoprakkoruyuculari,1700333244977.0,26.0,-14.25,6.928203230275507,0.0983779369148305
114,1629.0,MetaCulture,https://websitecomingsoon.dao,metaculture0,1700332061494.0,810.0,-14.25,7.7942286340599445,0.4524454876638154
115,1628.0,bi'avuç,https://shopier.com/biavuc,notbiavuc,1700331732896.0,21.0,-14.25,8.660254037844386,0.07638868762314795
116,1627.0,Earthist Network,https://earthist.network,earthistdao,1700322955602.0,76.0,-14.25,9.526279441628823,0.2088149141115891
117,1626.0,笑鼠王國火鍋趴,https://fabdao.world,,1700314202495.0,17.0,-14.25,10.39230484541326,0.054632639807597604
118,1625.0,regenesturk 🌍 🪰♻️rebioca,https://app.rebioca.com/,regenesturk,1700309640825.0,18.0,-14.25,11.258330249197702,0.0605175790829579
119,1624.0,eugenPtr.eth Volunteering @ Devconnect Istanbul,https://twitter.com/EugenPtr,eugenPtr,1700288165610.0,35.0,-14.25,12.124355652982139,0.12898248045614388
120,1623.0,CryptoConexión DeFi adoption  project,https://cryptoconexion.com,cryptoconexion,1700272578955.0,80.0,-14.25,12.990381056766577,0.21409599002718668
121,1622.0,ethOS - Web3 needs an OS,https://ethosmobile.org,Ethereumphone,1700269681625.0,297.0,-14.25,13.856406460551014,0.34914710009768457
122,1621.0,Learn Self-Custody with irish,https://udemy.com/course/getting-started-with-cryptocurrency-and-nfts-self-custody/,irishnftgal,1700251486845.0,16.0,-14.25,14.722431864335455,0.04839082527823692
123,1620.0,Gonzalo Vazquez,https://twitter.com/GonAdvice,GonAdvice,1700245902936.0,305.0,-14.25,15.588457268119896,0.35188369728318025
124,1619.0,Gemma’s Artist DAO & Grants Program,https://gemmaprojects.com,gemmaprojects,1700245501820.0,26.0,-14.25,16.45448267190433,0.0983779369148305
125,1618.0,Damu (damianmarti.eth),https://app.buidlguidl.com/builders/0x5dCb5f4F39Caa6Ca25380cfc42280330b49d3c93,damianmarti,1700243163326.0,133.0,-14.25,17.32050807568877,0.2664320645586707
126,1617.0,Larva,https://twitter.com/Larvandweb3,Larvandweb3,1700233669432.0,999.0,-13.5,-17.75352077758099,0.47403797959477945
127,1616.0,Ece the Devconnect Volunteer ,https://twitter.com/ecebellgin/,ecebellgin,1700225267913.0,495.0,-13.5,-16.887495373796554,0.40174089293068055
128,1615.0,Web3 Deliberative Governance - Decision Legos,https://aez.global,AVAntoineVergne,1700217211686.0,2296.0,-13.5,-16.021469970012117,0.5597167725846631
129,1614.0,Regen Rojava,https://rachelshu.notion.site/Web3-Regen-Rojava-Pitch-a515ed852982466f80ba14aeb71ab046?pvs=4,,1700215268674.0,1306.0,-13.5,-15.155444566227677,0.5016276958367816
130,1613.0,GreenWorld,https://www.gwdtoken.com/,GWDtoken,1700214263321.0,150.0,-13.5,-14.289419162443238,0.27881653666490364
131,1612.0,Ozan,https://ethistanbul.org,ozanhasdemir,1700205239040.0,772.0,-13.5,-13.4233937586588,0.44749836730437587
132,1611.0,Ayush - Devconnect Volunteer,https://linkedin.com/in/ayushbherwani/,ayushbherwani,1700202719428.0,116.0,-13.5,-12.557368354874361,0.2523515821551442
133,1610.0,Blockchain Academy,https://www.talentre.academy,Blockchain_AC,1700191166622.0,57.0,-13.5,-11.691342951089922,0.17919562600941846
134,1609.0,Plum - Inclusive Web3 Security,https://twitter.com/plumferno/,plumferno,1700190615094.0,349.0,-13.5,-10.825317547305485,0.36575838729445387
135,1608.0,Cryptoshields,https://cryptoshields.github.io,cryptoshields,1700187604366.0,302.0,-13.5,-9.959292143521045,0.35086597821214455
136,1607.0,Scoping and Feasibility Research For Decentralizing Governance in Scientific Publishing ,https://frontierdao.xyz/faqs-projects,frontierdao,1700169420940.0,73.0,-13.5,-9.093266739736606,0.20466837758465847
137,1606.0,verza,https://verza.io/,verza_io,1700163355338.0,69.0,-13.5,-8.227241335952169,0.1988663689683896
138,1605.0,(BOOK PROJECT) Self-Infrastructuring: How Decentralised Technology Communities Organise & Govern,https://kelsien.github.io/,kelsiemvn,1700158824386.0,74.0,-13.5,-7.361215932167729,0.20606919385598016
139,1604.0,Alpha Persei,https://alphapersei.com,alpha_persei,1700154303467.0,21.0,-13.5,-6.495190528383292,0.07638868762314795
140,1603.0,Nebula Web3 Brazil,https://nebulaweb3.xyz,nebula_web3,1700153052110.0,255.0,-13.5,-5.6291651245988525,0.3334491764725012
141,1602.0,Drainer Doom Bot,https://mirror.xyz/0xsaiyangod.eth,OxSaiyanGod,1700150796566.0,580.0,-13.5,-4.763139720814413,0.41805674690409395
142,1601.0,ICDevs.org,https://icdevs.org,icdevs_org,1700148872132.0,5140.0,-13.5,-3.897114317029976,0.6426893678909334
143,1600.0,Regen Tribe,https://regentribe.org,regentribe,1700132036136.0,163.0,-13.5,-3.0310889132455365,0.2873739151155756
144,1599.0,Regen Score,https://regenscore.io,regenscoreio,1700131838189.0,238.0,-13.5,-2.165063509461099,0.3263457802818659
145,1598.0,Oguzhan Volunteer,https://X.com/oguzhandoganod,,1700129090858.0,15.0,-13.5,-1.299038105676658,0.04174604190689164
146,1597.0,Good Knight,https://goodknightbot.com,goodknightbot,1700106946712.0,213.0,-13.5,-0.4330127018922205,0.31491960981367334
147,1596.0,Modpol: Turn social platforms into governable spaces,https://modpol.net,medlabboulder,1700091478853.0,63.0,-13.5,0.43301270189221697,0.18950005953910176
148,1595.0,1c4m3by ScamHunt,https://1c4m3by.github.io/index.html,1c4m3by,1700085322797.0,1333.0,-13.5,1.299038105676658,0.5037345347982842
149,1594.0,Network-Based Pluralistic Communities - Exploring Sustainable Governance Models ,https://www.greenpill.party,greenpillnet,1700084884343.0,288.0,-13.5,2.1650635094610955,0.3459788991192069
150,1593.0,Web3 Citizen Guide,https://web3citizen.xyz,w3citizenguide,1700084149006.0,256.0,-13.5,3.031088913245533,0.33385214531448587
151,1592.0,Purple Pages,https://misspurple.medium.com/,MissPurrple_,1700081624439.0,391.0,-13.5,3.8971143170299705,0.37745813161804537
152,1591.0,Interactive Nail Art Products,https://ckbubbles.com,iamckbubbles,1700076405733.0,18.0,-13.5,4.7631397208144115,0.0605175790829579
153,1590.0,LunarPunk_Labs,https://www.lunarpunklabs.org/,lunarpunk_labs,1700076401500.0,128.0,-13.5,5.629165124598849,0.2624868153054236
154,1589.0,Arbitrum Cipher Sessions,https://borderless.cryptosmartnow.io/,_karlagod,1700071564740.0,194.0,-13.5,6.4951905283832865,0.30529979326478246
155,1588.0,Education about 1Inch in spanish,https://ow.academy,openwebacademy_,1700069872402.0,257.0,-13.5,7.3612159321677275,0.3342535431238592
156,1587.0,Nomad Matters  遊牧者計畫,https://matters.town,matterslab,1700065747633.0,53.0,-13.5,8.227241335952165,0.17170443874754843
157,1586.0,Nomad Matters 遊牧者計畫,https://matters.town,matterslab,1700064845036.0,73.0,-13.5,9.093266739736602,0.20466837758465847
158,1585.0,Crystaltrade,https://crystaltrade-beta.crystalchain.io,Crystaltrade_cc,1700061066390.0,61.0,-13.5,9.959292143521044,0.1861785325342305
159,1584.0,0xRamen - Governance / Dashboards / Education,https://x.com/0xRamenUmai,0xRamenUmai,1700061049495.0,929.0,-13.5,10.825317547305481,0.4665584590080149
160,1583.0,Experimental Sybil Identification Method using Graph Deep Learning,https://github.com/quinndupont/SybilGovernance,,1700060694802.0,204.0,-13.5,11.691342951089919,0.3104746717416759
161,1582.0,TW,https://raidguild.org,,1700060271417.0,127.0,-13.5,12.55736835487436,0.2616792942427633
162,1581.0,Earthist Forest Schools - Orman Iyeleri ,https://ormaniyeleri.org,earthistdao,1700055627397.0,75.0,-13.5,13.423393758658797,0.2074512066558414
163,1580.0,ETHIstanbul,https://www.ethistanbul.org,ethistanbul,1700055383976.0,204.0,-13.5,14.289419162443238,0.3104746717416759
164,1579.0,Taylor Pedde,https://twitter.com/TaylorJPedde,TaylorJPedde,1700045721626.0,339.0,-13.5,15.155444566227672,0.36276519953156533
165,1578.0,Intelligence On Chain,https://intelligenceonchain.com,intell_on_chain,1700045310906.0,271.0,-13.5,16.021469970012113,0.339714738760633
166,1577.0,GreenPill DeSpace,https://discord.com/channels/1096048734976090222/1150672954070401064,GPillDeSpace,1700031710756.0,36.0,-13.5,16.887495373796554,0.13188290909202013
167,1576.0,The Space Orbit Chain Research Group,https://t.me/+H_YnibpuQuozMTIy,,1700031112132.0,31.0,-13.5,17.753520777580988,0.11648735986242584
168,1575.0,EVR,https://evr.technology,Evr_App,1700026728311.0,59.0,-12.75,-18.186533479473212,0.18274626778521197
169,1574.0,love4u academy,https://love4uacademy.com,monicalove4u,1700021617321.0,26.0,-12.75,-17.320508075688775,0.0983779369148305
170,1573.0,txstreet,https://nakamotocity.com/,DAOdAppDev,1700019663927.0,72.0,-12.75,-16.454482671904334,0.2032482391010824
171,1572.0,Givepact,https://app.givepact.io,give_pact,1700013280288.0,320.0,-12.75,-15.588457268119896,0.3568266500453111
